,클러스터,PBR_기준,투자기간,결과
1242,2,17,190,1.5813253541039174
1243,2,18,190,1.5813253541039174
1244,2,19,190,1.5813253541039174
1245,2,5,220,1.4855349763329573
1246,2,6,220,1.4855349763329573
1247,2,7,220,1.4855349763329573
1248,2,8,220,1.4855349763329573
1249,2,9,220,1.4855349763329573
1250,2,10,220,1.4855349763329573
1251,2,11,220,1.479657248926205
1252,2,12,220,1.479657248926205
1253,2,13,220,1.479657248926205
1254,2,14,220,1.479657248926205
1255,2,15,220,1.479657248926205
1256,2,16,220,1.479657248926205
1257,2,17,220,1.479657248926205
1258,2,18,220,1.479657248926205
1259,2,19,220,1.479657248926205
1260,2,5,250,1.4144966418202856
1261,2,6,250,1.4144966418202856
1262,2,7,250,1.4144966418202856
1263,2,8,250,1.4144966418202856
1264,2,9,250,1.4144966418202856
1265,2,10,250,1.4144966418202856
1266,2,11,250,1.4144966418202856
1267,2,12,250,1.4144966418202856
1268,2,13,250,1.4144966418202856
1269,2,14,250,1.4144966418202856
1270,2,15,250,1.4144966418202856
1271,2,16,250,1.4144966418202856
